,ID,Platform,Name,Description,Keywords,Licenses,Repository URL,Versions Count,Dependent Projects Count,Status,Dependent Repositories Count,Repository ID,Repository Host Type,Repository Name with Owner,Repository Description,Repository Fork?,Repository Stars Count,Repository License,Repository Status,Repository Keywords,Binding Host,Homepage URL,Homepage Domain,Binding Host Normalized,Binding Host Normalized - No Space,Host Repo IDs,is official,Type
93921,1606080,CocoaPods,SparkSDK,Spark iOS SDK,,MIT,https://github.com/webex/spark-ios-sdk,7,0,,7,12495532,GitHub,webex/spark-ios-sdk,Integrate Webex Teams into your iOS apps quickly.,False,25.0,Other,,,Spark,https://developer.webex.com,webex,spark,spark,"['11846538', '27909023', '38722051']",community,Binding
93956,1606367,npm,google-cloud,Deprecated Cloud APIs Client Library for Node.js,"google apis client,google api client,google apis,google api,google,google cloud platform,google cloud,cloud,google bigquery,google big query,bigquery,big query,google cloud datastore,cloud datastore,datastore,google cloud dlp,cloud dlp,dlp,google cloud dns,cloud dns,dns,google cloud firestore,cloud firestore,firestore,google cloud pub/sub,google cloud pubsub,cloud pub/sub,cloud pubsub,pub/sub,pubsub,google cloud storage,cloud storage,gcs,google compute engine,compute engine,computeengine,gce,google app engine,app engine,google appengine,appengine,gae,google translate,translate,google cloud logging,cloud logging,logging,google cloud resource manager,cloud resource manager,resource manager,google cloud spanner,cloud spanner,spanner,google cloud speech,cloud speech,speech,google cloud video intelligence,cloud video intelligence,video intelligence,google cloud vision,cloud vision,vision",Apache-2.0,https://github.com/googlecloudplatform/google-cloud-node,36,66,,271,101054,GitHub,googleapis/google-cloud-node,Google Cloud Client Library for Node.js,False,1921.0,Apache-2.0,,"google-cloud,nodejs",Cloud,https://github.com/googlecloudplatform/google-cloud-node,github,cloud,cloud,"['24218227', '36852984']",community,Binding
94022,1607075,PyPI,optimus-api,A Python API client for the Optimus image optimization service,"image compression,image optimization,image optimizer,optimus",Other,https://github.com/keycdn/python-optimus-api,6,0,,0,2424248,GitHub,keycdn/python-optimus-api,Python integration for the lossless image optimization API,False,2.0,,,,Optimus,https://github.com/keycdn/python-optimus-api,github,optimus,optimus,"['3241595', '23512093']",community,Binding
94236,1609735,Packagist,keycdn/optimus-api,PHP Library for the Optimus API,,MIT,https://github.com/keycdn/php-optimus-api,0,0,,0,2424222,GitHub,keycdn/php-optimus-api,PHP library for the lossless image compression API,False,31.0,,,,Optimus,https://optimus.io/en/,optimus,optimus,optimus,"['3241595', '23512093']",community,Binding
94476,1612089,PyPI,mosestokenizer,Wrappers for several pre-processing scripts from the Moses toolkit.,text tokenization pre-processing,LGPL-2.0,https://github.com/luismsgomes/mosestokenizer,5,0,,7,39599546,GitHub,luismsgomes/mosestokenizer,,False,0.0,LGPL-2.1,,,Moses,https://github.com/luismsgomes/mosestokenizer,github,moses,moses,"['885225', '37277614']",community,Binding
94597,1613101,npm,alchemy-api-opinions-annotator,This npm module enriches a set of reviews with sentiment annotations calculated via Alchemy API.,,ISC,,1,0,,0,,,,,,,,,,Alchemy,,,alchemy,alchemy,"['13491787', '40396672']",community,Binding
94832,1616439,Packagist,zoujingli/unit-php-sdk,PHP development of Unit SDK,unit-php-sdk,MIT,https://github.com/zoujingli/unit-php-sdk,1,1,,1,12793611,GitHub,zoujingli/unit-php-sdk,,False,0.0,MIT,Removed,,Unit,,,unit,unit,['22536368'],community,Binding
95435,1626173,Rubygems,rex-socket,The Ruby Exploitation (Rex) Socket Abstraction Library. This library                           includes all of the code needed to turn sockets into Rex::Sockets with the functionality                           for things like L3 pivoting used by Metasploit. ,,Other,https://github.com/rapid7/rex-socket,22,3,,106,12941648,GitHub,rapid7/rex-socket,The Rex Socket Abstraction Library,False,6.0,Other,,,Rex,https://github.com/rapid7/rex-socket,github,rex,rex,['7503552'],community,Binding
95589,1628540,PyPI,tensorbuilder,A light wrapper over TensorFlow that enables you to easily create complex deep neural networks using the Builder Pattern through a functional fluent immutable API,"tensorflow,deep learning,neural networks",MIT,https://github.com/cgarciae/tensorbuilder,12,0,,0,10745813,GitHub,cgarciae/tensorbuilder,TensorBuilder is a TensorFlow library enables you to easily create complex deep neural networks by leveraging the phi DSL to help define their structure.,False,91.0,MIT,,,TensorFlow,https://github.com/cgarciae/tensorbuilder,github,tensorflow,tensorflow,"['3109714', '27253426', '39323364']",community,Binding
95732,1631783,PyPI,keraflow,Deep Learning for Python,,MIT,https://github.com/ipod825/keraflow,1,0,,0,13165458,GitHub,ipod825/keraflow,,False,27.0,Other,,,Deep Learning,https://github.com/ipod825/keraflow,github,deep learning,deeplearning,"['851269', '2966203', '2989847', '3068030', '3088491', '3459073', '3522986', '3768078', '3984140', '3984213', '4387572', '4611958', '4976042', '6229890', '6995779', '11786389', '18843917', '20081109', '20241548', '21718912', '24656936', '25411819', '25454467', '26873714', '27095120', '28451439', '29254147', '30621862', '30749079', '31595197', '33132158', '33200728', '35379437', '41184013']",community,Binding
95950,1635544,Cargo,ei,erl_interface for rust,"port,erlang,erl_interface,cnode",Apache-2.0,https://github.com/tomaon/ei,3,0,,0,13093807,GitHub,tomaon/ei,erl_interface for rust,False,6.0,Other,,,erl,,,erl,erl,['24000487'],community,Binding
96187,1639176,Packagist,flairlabs/magpie-php-sdk,Magpie PHP SDK to allow developers to connect to Magpie REST APIs,magpie,MIT,https://github.com/flairlabs/magpie-php-sdk,3,0,,1,13162597,GitHub,flairlabs/magpie-php-sdk,Magpie PHP SDK to allow developers to connect to Magpie REST APIs,False,0.0,,,,Magpie,,,magpie,magpie,['4365771'],community,Binding
96355,1643241,Packagist,parallax_dev/sdk,parallax SDK,,MIT,https://github.com/genieshop/parallax_sdk,0,0,,0,13219687,GitHub,genieshop/parallax_sdk,,False,0.0,,,,parallax,,,parallax,parallax,['36931043'],community,Binding
96526,1645642,NuGet,CRFSharp,CRFSharp core algorithm APIs,"Tag1,Tag2",,,1,2,,0,,,,,,,,,,CRFSharp,http://project_url_here_or_delete_this_line/,project_url_here_or_delete_this_line,crfsharp,crfsharp,['3809659'],community,Binding
96528,1645644,NuGet,CRFSharpWrapper,The APIs wrapper for CRFSharp core algorithm,"Tag2,Tag1",,,1,1,,0,,,,,,,,,,CRFSharp,http://project_url_here_or_delete_this_line/,project_url_here_or_delete_this_line,crfsharp,crfsharp,['3809659'],community,Binding
96537,1645726,npm,nativescript-tesseract-ios,A NativeScript plugin that wraps tesseract for iOS,"nativescript,tesseract,ecosystem:nativescript,nativescript-ios",MIT,https://github.com/roblav96/nativescript-tesseract-ios,8,0,,1,13262960,GitHub,roblav96/nativescript-tesseract-ios,,False,0.0,MIT,,,tesseract,https://github.com/roblav96/nativescript-tesseract-ios,github,tesseract,tesseract,['852560'],community,Binding
96799,1649971,PyPI,crfst,A multi-purpose sequential tagger wrapped around CRFSuite,CRF CRFSuite sequence tagging POS chunking NER,GPL-3.0,https://github.com/savkov/CRFSuiteTagger,1,0,,0,13296772,GitHub,savkov/CRFSuiteTagger,A sequential tagger built around the pycrfsuite wrapper for CRFSuite.,False,2.0,GPL-3.0,,,CRFSuite,https://github.com/savkov/CRFSuiteTagger,github,crfsuite,crfsuite,['3599698'],community,Binding
96818,1650363,CRAN,monkeylearn,Accesses the Monkeylearn API for Text Classifiers and Extractors,,"CNRI-Python-GPL-Compatible,CNRI-Python-GPL-Compatible",https://github.com/ropensci/monkeylearn,3,0,,0,10115427,GitHub,ropensci/monkeylearn,:monkey: R package for text analysis with Monkeylearn :monkey:,False,89.0,,,"classifier,extractor,monkeylearn,nlp,nlp-machine-learning,peer-reviewed,r,r-package,rstats",Monkeylearn,http://github.com/ropensci/monkeylearn,github,monkeylearn,monkeylearn,['10115427'],same_repo,Binding
96892,1653227,npm,passbot.js,"Flexible and modular, chatbot adapter for Node.js",,ISC,https://github.com/jackdbernier/passbot.js,2,0,,0,13330251,GitHub,jackdbernier/passbot.js,,False,0.0,,Removed,,chatbot,https://github.com/jackdbernier/passbot.js,github,chatbot,chatbot,"['3977012', '15262198', '19073790', '25241511', '31772349']",community,Binding
96900,1653319,PyPI,sugartensor,A slim tensorflow wrapper that provides syntactic sugar for tensor variables.,"tensorflow,sugar,sugartensor,slim,wrapper",MIT,https://github.com/buriburisuri/sugartensor,20,0,,19,13333524,GitHub,buriburisuri/sugartensor,A slim tensorflow wrapper that provides syntactic sugar for tensor variables. This library will be helpful for practical deep learning researchers not beginners.,False,353.0,MIT,,,tensorflow,https://github.com/buriburisuri/sugartensor,github,tensorflow,tensorflow,"['3109714', '27253426', '39323364']",community,Binding
97144,1656535,PyPI,margaritashotgun,Remote memory aquisition wrapper for LiME,,MIT,https://github.com/ThreatResponse/margaritashotgun,3,0,,1,12541212,GitHub,ThreatResponse/margaritashotgun,Remote Memory Acquisition Tool ,False,63.0,MIT,,,LiME,https://github.com/ThreatResponse/margaritashotgun,github,lime,lime,['7026541'],community,Binding
97231,1674990,CocoaPods,Kronos,Elegant NTP client in Swift,,Apache-2.0,https://github.com/Lyft/Kronos,12,0,,0,12887178,GitHub,lyft/Kronos,Elegant NTP date library in Swift,False,337.0,Other,,lyft,NTP,https://github.com/lyft/Kronos,github,ntp,ntp,['32528693'],community,Binding
97247,1675164,npm,screeps-api,## This is a nodejs API for the game Screeps,,ISC,https://github.com/screepers/node-screeps-api,37,5,,19,12172356,GitHub,screepers/node-screeps-api,Node.js API For screeps,False,32.0,ISC,,"screeps,screeps-api",Screeps,https://github.com/screepers/node-screeps-api,github,screeps,screeps,['15141670'],community,Binding
97455,1682828,npm,node-nnpack,Node bindings for NNPACK,NNPACK,MIT,https://github.com/silklabs/node-nnpack,1,0,,0,13517864,GitHub,silklabs/node-nnpack,Node bindings for NNPACK,False,2.0,MIT,,,NNPACK,https://github.com/silklabs/node-nnpack,github,nnpack,nnpack,['7226741'],community,Binding
97463,1682986,npm,Winston-Wrapper,This serves as a wrapper utility around winston for the purpose of logging transaction level requests in the Express application server. This is essentially a middleware that adds to the Express req object the property `logger` that  provides the methods ,,MIT,,1,0,,0,,,,,,,,,,winston,,,winston,winston,['72007'],community,Binding
97465,1682990,npm,winston-wrapper,This serves as a wrapper utility around winston for the purpose of logging transaction level requests in the Express application server. This is essentially a middleware that adds to the Express req object the property `logger` that  provides the methods ,,MIT,https://github.com/DefiantCaptain/winston-wrapper,2,0,,10,16264005,GitHub,DefiantCaptain/winston-wrapper,,False,0.0,,,,winston,https://github.com/DefiantCaptain/winston-wrapper,github,winston,winston,['72007'],community,Binding
97669,1687557,npm,frozor-logger,A cool logger. Wraps winston.,,ISC,https://github.com/ArcticZeroo/Frozor-Logger,29,8,,6,13594292,GitHub,ArcticZeroo/frozor-logger,Custom logging module for my node projects.,False,0.0,,,,winston,https://github.com/ArcticZeroo/Frozor-Logger,github,winston,winston,['72007'],community,Binding
97715,1689272,npm,wire-webapp-proteus,Axolotl protocol implementation for JavaScript.,,GPL-3.0,https://github.com/wireapp/proteus.js,35,3,,11,6832263,GitHub,wireapp/proteus.js,Axolotl protocol implementation for JavaScript,False,39.0,GPL-3.0,,,Axolotl,https://github.com/wireapp/proteus.js,github,axolotl,axolotl,['27867464'],community,Binding
97717,1689281,Packagist,starfish/starfish,The Starfish PHP Microframework,,MIT,https://github.com/cristidraghici/starfish,0,0,,0,13609189,GitHub,cristidraghici/starfish,Starfish is a minimum Registry framework primarily desiged to serve JSON content and use objects.,False,8.0,MIT,,,Starfish,http://www.starfish.ml,starfish,starfish,starfish,['41084827'],community,Binding
97914,1693979,npm,electron-oauthorize,OAuth application authorization wrapped for Electron,"electron,authorize,oauth,oauth2",MIT,https://github.com/ArtistStudio/electron-oauthorize,6,0,,0,13674903,GitHub,ArtistStudio/electron-oauthorize,"PROJECT CLOSED. This library is not recommended for production use, because you should not store application secrets publicly/on client side. Instead, build an API to pipe your requests through. OAuth authorization wrapped for Electron",False,2.0,MIT,Removed,,Electron,https://github.com/ArtistStudio/electron-oauthorize,github,electron,electron,['25543319'],community,Binding
97978,1694551,npm,electron-api-docs,Electron's API documentation in a structured JSON format,"electron,documentation,docs,json,reference,schema,offline,api",MIT,https://github.com/electron/electron-api-docs,21,1,,4,13660408,GitHub,electron/electron-api-docs,:memo: Electron's API documentation in a structured JSON format,False,7.0,,,,Electron,https://github.com/electron/electron-api-docs,github,electron,electron,['25543319'],community,Binding
98251,1702090,NuGet,NamedPipeExt,"Named Pipeline ext wrapper the windows named pipe to easy communicate between process/machine, it is a easy and effective way to communicate.","Pipe,Named,Wrapper",MIT,https://github.com/miemengniao/NamedPipeExt,1,0,,0,13753883,GitHub,miemengniao/NamedPipeExt,Named Pipe Extension,False,0.0,MIT,,,Pipeline,https://github.com/miemengniao/NamedPipeExt/,github,pipeline,pipeline,"['2699195', '3765103']",community,Binding
98257,1702203,PyPI,hackerrank-sdk,Python client for HackerRank API,hackerrank code compiler online api python client,MIT,https://github.com/nikhilkumarsingh/hackerrank-sdk,8,0,,5,13762294,GitHub,nikhilkumarsingh/hackerrank-sdk,A python client for Hackerrank API,False,10.0,MIT,,"hackerrank-api,hackerrank-sdk,online-compiler,python-client",HackerRank,https://github.com/nikhilkumarsingh/hackerrank-sdk,github,hackerrank,hackerrank,['39033611'],community,Binding
98544,1707309,Packagist,abm/kilns,Kilns: Project Oxford SDK,"Guzzle,sdk,azure,microsoft,nlp,ai,cognition,deeplearning,oxford",MIT,https://github.com/absalomedia/kilns,0,0,,0,13829627,GitHub,absalomedia/kilns,Microsoft Cognitive Services in Guzzle,False,0.0,MIT,,"microsoft-cognitive-services,php",Project Oxford,,,project oxford,projectoxford,['7011153'],community,Binding
98673,1710069,CocoaPods,CAPKit-OpenCV24x,OpenCV (Computer Vision) for iOS.,,MIT,https://github.com/successinfo-org/CAPKit-OpenCV24x,2,0,,1,13893775,GitHub,successinfo-org/CAPKit-OpenCV24x,,False,0.0,MIT,,,OpenCV,http://opencv.org,opencv,opencv,opencv,"['851991', '852587', '8250162']",community,Binding
98981,1717401,Rubygems,scikit-learn,scikit-learn wrapper for Ruby,,MIT,https://github.com/mrkn/scikit-learn.rb,1,0,,0,14083865,GitHub,mrkn/scikit-learn.rb,scikit-learn wrapper for Ruby,False,4.0,MIT,,,scikit-learn,https://github.com/mrkn/scikit-learn.rb,github,scikit learn,scikitlearn,['845049'],community,Binding
98986,1717428,npm,cordova-plugin-antplus,Cordova plugin based on ANT+ SDK for communication with ANT+ devices,"cordova,ecosystem:cordova,cordova-android,ant,ant+,weight-scale,heart-rate,blood-pressure,stride-meter,bike-speed-distance,multi-device-search",Apache-2.0,https://github.com/lmuller14/cordova-plugin-antplus,2,0,,0,14047096,GitHub,lmuller14/cordova-plugin-antplus,Cordova plugin based on ANT+ SDK for communication with ANT+ devices,False,2.0,Apache-2.0,,,ANT+,https://github.com/lmuller14/cordova-plugin-antplus,github,ant,ant,"['24849381', '27003248']",community,Binding
99006,1717597,PyPI,oxford,This project implements a client for the Project Oxford API's.,computer vision face detection linguistics language project oxford,MIT,https://github.com/irjudson/oxford,1,0,,0,10353203,GitHub,irjudson/oxford,Project Oxford for Python,True,2.0,,,,Project Oxford,https://github.com/irjudson/oxford,github,project oxford,projectoxford,['7011153'],community,Binding
99034,1717951,npm,hal.js,HAL (Hypertext Application Language) resource wrapper with functional modifiers,"hal,api,functional",MIT,https://github.com/henit/hal.js,2,0,,0,14112658,GitHub,henit/hal-resource,HAL (Hypertext Application Language) resource wrapper with functional modifiers,False,0.0,MIT,Removed,,HAL,https://github.com/henit/hal.js,github,hal,hal,['4824482'],community,Binding
99076,1719170,npm,hal-resource,HAL (Hypertext Application Language) resource wrapper with functional modifiers,"hal,api,functional",MIT,https://github.com/henit/hal-resource,1,0,,0,14112658,GitHub,henit/hal-resource,HAL (Hypertext Application Language) resource wrapper with functional modifiers,False,0.0,MIT,Removed,,HAL,https://github.com/henit/hal-resource,github,hal,hal,['4824482'],community,Binding
99088,1719309,PyPI,django-pipeline-no-future,Pipeline is an asset packaging library for Django.,,MIT,https://github.com/robinchew/django-pipeline,3,0,,0,14133043,GitHub,robinchew/django-pipeline,Pipeline is an asset packaging library for Django.,True,0.0,,,,Pipeline,https://github.com/robinchew/django-pipeline,github,pipeline,pipeline,"['2699195', '3765103']",community,Binding
